id,lang,partition,public_url_segment,audio_file_transcript,contains_toxicity,toxicity_types,perlocutionary_effects,label,etox_result,detoxify_score,mutox_speech_score,mutox_text_score,mutox_zero_shot_speech_score,mutox_zero_shot_text_score
01e4d58fea9fcf6093b6a758_1857312_1861950,eng,devtest,https://putonstrength.com/wp-content/uploads/2020/07/Abraham-and-The-Davidic-Servant-I-Updated-03-19.mp3 1857312 1861950,27 and thus he lead away this people after the foolish traditions of your fathers,No,,,0,,0.8953431844711304,-14.975635528564451,-13.432893753051758,,
0205b6903db85912ee67aa63_373056_376926,eng,devtest,https://www.columbiabible.com/wp-content/uploads/2021/08/August-15-2021-1Samuel-13.mp3 373056 376926,you and your king will be swept away.,No,,,0,,0.8105329871177673,-1.3767530918121338,-25.74477195739746,,
020a15eb0848bdd005bcac8c_2290656_2293758,eng,devtest,https://mmccchurch.org/wp-content/media/sermons/2022/01/1-19-msg.mp3 2290656 2293758,because they wanted to have sexual relations with them.,No,,,0,,0.9118685722351074,-1.465853929519653,-3.2447547912597656,,
021c5fba6f4860765bd76e05_1097760_1100958,eng,devtest,http://www.archive.org/download/warden_1511_librivox/warden_02_trollope_64kb.mp3 1097760 1100958,I must say your father is very impr-,No,,,0,,0.6775042414665222,-13.709924697875977,-23.62421607971192,,
021d741d5a5bbcc512f7e30c_708864_711198,eng,devtest,https://mcdn.podbean.com/mf/web/mt9as5/Persecution.mp3 708864 711198,the scattered Jews would return to Israel.,No,,,0,,0.5238059759140015,-2.252790927886963,-22.20768547058105,,
026d0f9f320080ff5c45e55d_393120_395646,eng,devtest,https://emmanuel.org/wp-content/uploads/sermons/2019/10/2019-10-27-Sermon-Audio.mp3 393120 395646,day. Whoever works on the Sabbath is to be put to death.,No,,,0,,0.9130570888519287,-10.05661678314209,-10.32956600189209,,
02d484157641dac2ba47e62c_2002752_2008254,eng,devtest,http://www.newlifesf.org/wp-content/uploads/2010.10.31.mp3 2002752 2008254,"Lose your sexual desire, your sexual appetite.",No,,,0,,0.7866724729537964,-1.1258522272109983,-14.950364112854004,,
02ec816eef45b668d856f311_53280_56670,eng,devtest,http://christchurchdownend.com/podcast-download/12483/kingdom-timing.mp3 53280 56670,trimmed their lumps. The foolish ones said to the...,No,,,0,,0.9715075492858887,0.5071667432785034,-16.010814666748047,,
02fa8f89cbf12ae6cff74c86_1280640_1284606,eng,devtest,http://www.archive.org/download/dartagnan1_three_musketeers_1810_librivox/dartagnan01_32_dumas_64kb.mp3 1280640 1284606,"damn coconut. My husband has five or six felices.""",No,,,0,,0.9489316344261169,-12.33634090423584,-24.883508682250977,,
030b1528ba0774faa839c085_1701984_1705758,eng,devtest,https://mcdn.podbean.com/mf/web/eaytxi/The_Light_of_the_Cross.mp3 1701984 1705758,"Pharaoh, not as a slave to the tyrants.",No,,,0,,0.04531922936439514,-1.8428947925567627,-19.37216567993164,,
0371a9cf2c9b8dbdc42dba83_500256_506718,eng,devtest,https://www.buzzsprout.com/975949/9276499-signs-of-the-end-of-the-age-matthew-24-25.mp3 500256 506718,"and assign him a place with the hypocrites, where there will be weeping and gnashing of teeth.",No,,,0,,0.9149622321128845,-15.574490547180176,-8.263642311096191,,
03c5eab95c3508fb2d23f0ed_119520_126078,eng,devtest,http://www.archive.org/download/donquixotevol2_ormsby_1704_librivox/donquixotevol2ormsby_08_cervantes_64kb.mp3 119520 126078,"For by stumbling or falling there was nothing to be got but a damaged shoe or a broken rib, and fool as he was,",No,,,0,fool,0.9645423293113708,-15.562824249267578,-16.824621200561523,,
041353d0c1294c89206f5d33_6144_9630,eng,devtest,https://hardluckhank.com/wp-content/uploads/2020/05/hank-pitch.mp3 6144 9630,The other half are incompetent psychopaths.,No,,,0,,0.9865992069244385,-1.7000112533569336,15.576006889343262,,
0426df46119e66aa7ffc32d1_386304_388638,eng,devtest,http://meadgatechurch.org.uk/mp3/10-04-2022.mp3 386304 388638,life he knows he's going to be killed,No,,,0,,0.8723762035369873,-1.505787014961243,-15.24034023284912,,
047eeca10537260b36a91361_389952_394302,eng,devtest,http://www.archive.org/download/don_quixote_vol1_librivox/quixote_vol1_06_cervantes_64kb.mp3 389952 394302,"its ignorance might be excused. But then, they say,",No,,,0,,0.7201344966888428,-1.2920852899551392,-22.14959144592285,,
048ce8cb4f5841c79b33339f_1026912_1033854,eng,devtest,https://exeraunao.files.wordpress.com/2020/07/2020-07-03-jeremiah-39.mp3 1026912 1033854,"My wrath will be poured out on you when you enter Egypt, and you'll become a curse",No,,,0,,0.9938758015632629,-6.8863677978515625,-15.853053092956545,,
04a4dfca18ecbee0adfc108e_1397280_1399998,eng,devtest,https://radiofreemarket.files.wordpress.com/2012/06/rfm_thomas_woods_jr_final_122609.mp3 1397280 1399998,"to save for the future, only a fool is going to...",No,,,0,fool,0.9790498614311218,-1.4708040952682495,-28.16305923461914,,
04e1e1d291e68a025c6031a5_98016_103614,eng,devtest,https://radiozapatista.org/Audios/frayba/Frayba_2011_05_eng.mp3 98016 103614,"a constitution that's been so raped, so prostituted, so humiliated, that it's brought us once again to the streets.",No,,,0,,0.9281692504882812,-1.4895563125610352,-13.369812965393066,,
04e7da10023fdd3d298e3c73_762816_767166,eng,devtest,http://themessianicmessage.com/wp-content/uploads/2021/10/Kedushim-2022-Practical-Behavior-Instructions-For-Righteous-Israelites-MIDRASH.mp3 762816 767166,You're not to have sexual relations with your mother's sister or your father's sister.,No,,,0,,0.7315550446510315,-11.660325050354004,-18.448823928833008,,
058008020bc673d7ed259ad6_122880_126078,eng,devtest,https://theoralhistorypodcast.files.wordpress.com/2015/04/og6final.mp3 122880 126078,don't have sex. And if you and I think.,No,,,0,,0.5317503213882446,-1.4930250644683838,-12.196181297302246,,
059758d4a0a91fd5b7590bbe_1096992_1100574,eng,devtest,http://sgbm-malawi-africa.com/USA/audio/Peter_Halliman-Its_Just_A_Field_Of_Lentils.mp3 1096992 1100574,"to that day, it demonstrated their cowardice.",No,,,0,,0.7984066009521484,-9.692754745483398,-18.11725807189941,,
05d486c79158d024ccd261a2_2611968_2614302,eng,devtest,https://mp3.sermonaudio.com/filearea/1231016472110/1231016472110.mp3 2611968 2614302,"by the baits or seduction, whatever.",No,,,0,,0.7628581523895264,-40.83881378173828,-45.339481353759766,,
05e0abca3faee64b7b7528e6_1334688_1338654,eng,devtest,https://pdcn.co/e/cdn.voiceamerica.com/health/011950/atozsex020620.mp3 1334688 1338654,The clitoris has no other function but to be pleasurable.,No,,,0,clitoris,0.9529293179512024,-1.421092510223389,-19.473005294799805,,
05e6367199d1d43cbf56a593_1670208_1674942,eng,devtest,https://media.transistor.fm/1b1303d0/90caef3b.mp3 1670208 1674942,The school movement becomes very strong in these traditions.,No,,,0,,0.00037328299367800355,-3.129650592803955,-52.96426010131836,,
06135e3d373d2c7cc873a67f_92736_95646,eng,devtest,https://greenlifepharma.co.uk/podcast-download/3741/jamie-harris-career-and-journey-to-becoming-a-chief-pharmacist-at-an-acute-trust-episode-6.mp3 92736 95646,to be able to support patients a lot better.,No,,,0,,0.0004985919804312289,-1.84479820728302,-22.00921058654785,,
06333e8561f67fd21710f1bd_4177824_4180062,eng,devtest,https://s3.us-west-1.amazonaws.com/5mt.emmanuelgrace.org/2021/11/11.14.2021_am_Philippians_2.14-18.mp3 4177824 4180062,Crush Satan under your feet.,No,,,0,,0.96055668592453,-11.115042686462402,-16.146142959594727,,
06506047973c90bb87c678aa_93888_100446,eng,devtest,https://blb-ra.blueletterbible.org/mcgee_j_vernon/2Sa/10060_2_Samuel_21_1-14.mp3 93888 100446,"of Israel, let seven men of his sons be delivered unto us, we'll hang them up unto the Lord.""",No,,,0,,0.6597079634666443,-7.622306823730469,-15.063602447509766,,
06506047973c90bb87c678aa_94944_100446,eng,devtest,https://blb-ra.blueletterbible.org/mcgee_j_vernon/2Sa/10060_2_Samuel_21_1-14.mp3 94944 100446,"Let seven men of his sons be delivered unto us, we'll hang them up unto the law.",No,,,0,,0.773260235786438,-11.17126750946045,-6.337396144866943,,
06b2f7ef76cbdb13e52f57c0_1315200_1319550,eng,devtest,https://pdst.fm/e/pdst.fm/e/traffic.megaphone.fm/BWG9504145965.mp3 1315200 1319550,The dumb token model of the past.,No,,,0,,0.9295843243598938,-3.289606094360352,-26.99224090576172,,
06c7f757d70c367f8723bc3b_2306496_2310942,eng,devtest,https://media.blubrry.com/thegrowthequation/p/archive.org/download/amamay2022/AMAMay2022.mp3 2306496 2310942,"I agree with everything Steve says, even though he doesn't have a kid. It's great advice.",No,,,0,,0.0006140967016108334,-3.803768634796143,-10.172757148742676,,
06dafd49992854c0f47601e4_318432_325374,eng,devtest,http://www.stjames-streatham.org.uk/content/media/560-1624897969.mp3 318432 325374,"He asked Elisha, Shall I kill them, my father? Shall I kill them? Do not kill them, he answered.",No,,,0,,0.941711962223053,-13.249539375305176,-17.490522384643555,,
070087280a2ab6904476a33f_2516544_2518686,eng,devtest,https://mcdn.podbean.com/mf/download/viw9hy/DroeShowEp60.mp3 2516544 2518686,you even consider having sex with someone.,No,,,0,,0.9324219822883606,-1.9675986766815183,1.2248691320419312,,
074c04c781e81fd99a82d736_186528_188958,eng,devtest,https://dts.podtrac.com/redirect.mp3/traffic.omny.fm/d/clips/289ceca7-bef3-48af-9f74-a4ba0095cab1/8ac9406d-304d-441e-8532-a4ba00967cfc/1f68ff50-dbfa-4a55-ab44-a4f500e65fbf/audio.mp3 186528 188958,These nutrients are returned to the soil.,No,,,0,,0.0004787408688571304,-8.42471694946289,-25.978593826293945,,
075a9bd2acd6aba2fbc57c95_2945088_2949918,eng,devtest,https://www.rodgersbaptist.net/hp_wordpress/wp-content/uploads/2021/07/20210718_Thomas-R_SaltInTheCity.mp3 2945088 2949918,and see that the Lord is good. If we are salty Christians...,No,,,0,,0.8424310088157654,-0.3398918807506561,-14.332626342773438,,
077dc301ba10183be7acff1f_2136384_2139102,eng,devtest,https://dts.podtrac.com/redirect.mp3/static1.squarespace.com/static/514ec133e4b0d4d5c3e2c826/t/61f56cbbf0e77848cc6c7fa3/1643474148258/390.mp3 2136384 2139102,that be in fast food restaurants that have every damn,No,,,0,,0.8450435400009155,4.502808570861816,-12.776437759399414,,
07c5ec33dc21422cd8bf248d_5280960_5283198,eng,devtest,http://thelineoffire.org/shows/line_of_fire_12_27_13.mp3 5280960 5283198,be suffered at that time.,No,,,0,,0.5568872690200806,-13.840313911437988,-21.237943649291992,,
07d4f1ded46b33f621310238_670656_674238,eng,devtest,http://bikepackingpro.com/btp-podcasts/3-common-travel-scams.mp3 670656 674238,What I have done every single time is just play dumb.,No,,,0,,0.9767320156097412,-1.4910695552825928,2.998447895050049,,
0840d63a2a4f9c6c1d4bd592_2911296_2919198,eng,devtest,http://mpegmedia.abc.net.au/rn/podcast/2009/12/tsy_20091212_1405.mp3 2911296 2919198,the subject of disability and sexuality has been ignored for so long.,No,,,0,,0.024672076106071472,-1.5180542469024658,-8.945259094238281,,
08d9753ec26c50bdb2bd4961_1862688_1867710,eng,devtest,https://beta.illbehonest.com/download/bob_jennings_archives/repent-and-be-baptized-bob-jennings.mp3 1862688 1867710,"I say it's silly. On the other hand, I don't.",No,,,0,,0.757005512714386,-4.428455829620361,-24.8669548034668,,
091e597762ce23093c57aba5_308256_313566,eng,devtest,http://www.archive.org/download/childrensshortstory04_1001_librivox/kidsshortworks004_11rapunzel_jc_64kb.mp3 308256 313566,"And I will weave a ladder with it, and when that is ready I will descend, and you will take me on your horse.""",No,,,0,,0.6599121689796448,-28.56730461120605,-42.26484298706055,,
094f01e9ca4f1f0ce084988c_470016_472350,eng,devtest,https://mcdn.podbean.com/mf/web/qh7mbk/hollywoodtalk_190715_AndreaEvans_ver02.mp3 470016 472350,The episode is available.,No,,,0,,0.00025604208349250257,-2.643648624420166,-16.085424423217773,,
095727bdc97a228acb73e1ff_783552_785694,eng,devtest,https://torahcdn.net/tdn/1003017.mp3 783552 785694,It's as if you would have violated three.,No,,,0,,0.7294029593467712,-6.40786075592041,-5.957315921783447,,
099259668fd3bfb66cf43cb9_1820064_1822686,eng,devtest,http://www.gbc-fresno.com/wp-content/sermon-audio/1068.mp3 1820064 1822686,And Eve succumbs to the temptation.,No,,,0,,0.004944894928485155,-32.280635833740234,-32.815059661865234,,
09b35e65158a6bfcb7acad80_124896_128766,eng,devtest,https://etc.usf.edu/lit2go/audio/mp3/the-hunchback-of-notre-dame-049-book-ninth-chapter-6.1977.mp3 124896 128766,He released her. Vilify me. Strike me.,No,,,0,,0.6538804173469543,-1.39729106426239,-9.85927963256836,,
09c9810c16ed83031658bd26_851904_855102,eng,devtest,https://chrt.fm/track/GG427/aphid.fireside.fm/d/1437767933/a6159c88-975f-4c62-8d51-2bd025c07148/7d7489ac-5eb9-4e46-a236-94134320040c.mp3 851904 855102,"just any rat, he is a super rat who is trained to be a super rat.",No,,,0,,0.943533718585968,-16.319446563720703,-26.80558967590332,,
09f25f462de414a04282397a_110688_113214,eng,devtest,https://mcdn.podbean.com/mf/web/ie9t8q/SciFiTVRewatchEpisode456.mp3 110688 113214,somebody cut it for them other time.,No,,,0,,0.5471194386482239,-32.13059616088867,-20.73440742492676,,
0a0bb1d1bde7c6a1314a87a7_182496_188958,eng,devtest,https://herald-magazine.com/wp-content/uploads/2016/11/2016_11-12_10_overcoming-anger-vindictiveness-and-enmity.mp3 182496 188958,"He shall bruise you on the head, and you shall bruise him on the heel. Genesis 3.15",No,,,0,,0.9497957825660706,-18.231639862060547,-5.800503253936768,,
0a3451a4472699d603da2f8d_2443776_2448126,eng,devtest,https://archive.org/download/ffc_09112016/09112016.ogg 2443776 2448126,They thought Jesus was nuts. They didn't like him. They killed him.,No,,,0,,0.9093040227890015,-6.291418552398682,-6.856661319732666,,
0a72a1e33ab5dbf837117b57_3902400_3905502,eng,devtest,https://dts.podtrac.com/redirect.mp3/cdn.atheistnomads.com/file/atheistnomads/atheist_nomads_295.mp3 3902400 3905502,my niece couldn't go home to a bloody mess.,No,,,0,,0.7256227731704712,21.590539932250977,17.33624839782715,,
0a8eef9bcbe271540dbaf1d1_652608_655518,eng,devtest,http://media.gospellight.ca/20130210.mp3 652608 655518,But Satan's not stupid. He goes to Eve.,No,,,0,stupid,0.8496860265731812,-2.071041345596313,-9.6676664352417,,
0a92c2859e2f70d16ac1e951_935520_938718,eng,devtest,https://archive.org/download/lone_star_ranger_ms_librivox/lone_star_ranger_03_grey_64kb.mp3 935520 938718,"The plant's no fool, and he loves his hide.",No,,,0,fool,0.7393240928649902,-2.3028383255004883,-5.70336389541626,,
0abb0e9dcd708f470c3ca9ef_181440_187422,eng,devtest,http://turret2.discipleshiplibrary.com/18005JOB.mp3 181440 187422,"Actually, camel's milk was a luxury. And we're told he had 500 she-asses.",No,,,0,asses,0.5527437925338745,-40.04244613647461,-29.096893310546875,,
0af51a04b13fd1c70ff049e3_1634208_1641246,eng,devtest,https://www.archive.org/download/jerusalem_to_revelations_1711_librivox/jerusalemrevelationsr_50_unknown_64kb.mp3 1634208 1641246,"He therefore took me up with both his arms, and when he had me wholly on his breast, he climbed again.",No,,,0,,0.619150698184967,-21.27052879333496,-35.07834243774414,,
0b2889a744345eb1c400e2c4_656928_659262,eng,devtest,https://pastorbankie.org/kwm003/Way_truth_life_05a.mp3 656928 659262,every religion that the founder is dead.,No,,,0,,0.8438832759857178,-8.552783012390137,-15.503162384033203,,
0be282cfe6d46bbb97bd3ab6_1651680_1656990,eng,devtest,https://creatingafamily.org/images/stories/audio/2008/show_335498.mp3 1651680 1656990,miserable frizzy hair. She wanted to look,No,,,0,,0.8600111603736877,-21.68724632263184,-0.3336055278778076,,
0c42605595d022e8b9868146_3290400_3292446,eng,devtest,http://live.mapleknoll.us/20mar22.mp3 3290400 3292446,The other five were foolish.,No,,,0,,0.981339156627655,-10.235841751098633,-9.23489475250244,,
0c95a6c1de17e38324e16416_1295424_1299486,eng,devtest,https://www.hispanicmpr.com/mp3s/hmprisabelfrancoispodcast.mp3 1295424 1299486,on my vacation how can I save money when I,No,,,0,,0.0008501738775521517,-25.46832847595215,-30.04684257507324,,
0cace7877f31666b3cb98d16_2647968_2650590,eng,devtest,http://www.caudio.org/mp3/e/e04.mp3 2647968 2650590,that the only answer is suicide.,No,,,0,,0.8106935620307922,-21.349756240844727,-19.4672794342041,,
0d197b20b33d67a8ebc584f2_1598112_1604094,eng,devtest,http://www.tranquilitylane.com/audio/20120705_Thu_Alex.mp3 1598112 1604094,"light through four of them, they either blow up or they sputter and shoot a bunch of molten",No,,,0,,0.7894002795219421,-17.988353729248047,-4.239627838134766,,
0d3bba7eea0c6fb9a42b1336_1063488_1067454,eng,devtest,https://www.archive.org/download/20000_leagues_under_the_seas_librivox/20000leaguesundertheseas_2-16_verne_64kb.mp3 1063488 1067454,When I returned on board I felt half suffocated. What a night!,No,,,0,,0.001189225586131215,-32.88898086547852,-35.51160430908203,,
0d3bba7eea0c6fb9a42b1336_418272_422142,eng,devtest,https://www.archive.org/download/20000_leagues_under_the_seas_librivox/20000leaguesundertheseas_2-16_verne_64kb.mp3 418272 422142,"Without taking into account,"" Ned answered, that once we're out of this damned",No,,,0,damned,0.9264310598373413,27.58049201965332,-9.444018363952637,,
0d4a519eb6c67f4470933e24_426912_429534,eng,devtest,https://podcast.evangelicalendtimemachine.com/wp-content/uploads/2021/11/Prophetic-Your-pride-will-be-deeply-broken.mp3 426912 429534,which many hypocritical Christians,No,,,0,,0.9862409830093384,-2.2393798828125,-17.120712280273438,,
0e52ff6a2925928586ee3b4c_1721184_1723710,eng,devtest,https://t.glystn.com/v2/track/PID-3ec7024d/https://chtbl.com/track/GG9E/mcdn.podbean.com/mf/web/k7i4m6/Unstructured0196.mp3 1721184 1723710,where they thought they were going to have sex with little boys.,No,,,0,,0.9549329876899719,16.910558700561523,-5.452399253845215,,
0e6db75131c24fcc66a1bb2b_1658400_1662462,eng,devtest,https://crossroadsarl.org/podcast-download/4622/john-chapter-15.mp3 1658400 1662462,"When you say, hey, I'm not going to have sex until I'm married.",No,,,0,,0.6291240453720093,-18.504453659057617,-25.37552070617676,,
0e9d9f6b076ef209365e5ebf_597024_599166,eng,devtest,https://www.podtrac.com/pts/redirect.mp3/media.pri.org/s3fs-public/whose-century-it/segment-audio/wcitepisode12identityadoptiononechildpolicy.mp3 597024 599166,"Chinese, you will never be Chinese.",No,,,0,,0.5308060050010681,-7.761816024780273,-12.258831024169922,,
0eb70ef2b5af1e3c7d8c7d0a_1075392_1077630,eng,devtest,https://media.blubrry.com/prairieoakschurch/p/content.blubrry.com/prairieoakschurch/August_4_2019_What_God_requires.mp3 1075392 1077630,are not ran over by the strong.,No,,,0,,0.0026549866888672113,-1.6696845293045044,-19.86332130432129,,
0ecab8b7621a1e246af84ad3_936096_941982,eng,devtest,https://s3.amazonaws.com/mychurchwebsite/c1675/eternal_destruction_or_eternal_glory.mp3 936096 941982,"like a beast before you. Nevertheless, I am continually with you.",No,,,0,,0.6790704727172852,-1.1158676147460938,-19.75106239318848,,
0ecfd6b26dfd24781d78a190_1680576_1683294,eng,devtest,https://orchardellijay.podbean.com/mf/play/btbckn/2020_01_26_Visionaries03.mp3 1680576 1683294,The enemy comes to kill.,No,,,0,,0.8685107827186584,-2.2931506633758545,-12.21323585510254,,
0ed46983f9fa40fcd37fd433_516576_524286,eng,devtest,https://www.archive.org/download/adventures_holmes/adventureholmes_02_doyle_64kb.mp3 516576 524286,the street. What on earth does this mean? I ejaculated after I had twice read over The Extraordinary and,No,,,0,,0.9305204153060913,-25.31833839416504,-14.10222339630127,,
0f4b507d419cdee0e7768775_410496_412638,eng,devtest,https://www.belvidere.org.uk/Media/sunday2020/Micah5v2AndMatthew2v1-12-OLittleTownOfBethlehem.mp3 410496 412638,The Jews wanted rid of the Romans.,No,,,0,,0.6774710416793823,-2.3485970497131348,-2.571430206298828,,
0f9236b8d218a6c508d86987_2091744_2095998,eng,devtest,https://sundaymorningsermons.s3-us-west-2.amazonaws.com/2020/Freedom.mp3 2091744 2095998,That includes you. He is a murderer. And he's also a liar.,No,,,0,,0.9922044277191162,-14.56642246246338,-12.232954025268556,,
0f9ae231065166f1dcb98ae4_1349952_1352286,eng,devtest,https://believerschapel-production.s3.amazonaws.com/geoff_brown/13_nehemiah/07_GB-13_64k.mp3 1349952 1352286,Close the doors because they're coming to kill you.,No,,,0,,0.9530561566352844,15.772383689880373,32.08412551879883,,
0f9d5381896042ec085e16ad_127296_131550,eng,devtest,https://feeds.soundcloud.com/stream/1246163401-busymoms-8-april-7-nissan.mp3 127296 131550,"If a man lies with a woman and there is an emission of semen,",No,,,0,,0.744008481502533,-5.185220718383789,-11.02953052520752,,
0fa9f42a6f953e3ffbd82ec4_1314240_1318782,eng,devtest,https://mp3.sermonaudio.com/filearea/9521164226452/9521164226452.mp3 1314240 1318782,"As he sees the camp of Israel, he describes its tents as lovely.",No,,,0,,0.0013347993372008204,-27.35157012939453,-29.98232078552246,,
0fc63a8a9906a7252a62373f_1944480_1950750,eng,devtest,https://graceofcalvary.com/wp-content/uploads/sermons/2020/11/20_11_29-pm-The-church-with-new-paint-Revelation-218-29.mp3 1944480 1950750,those false religions. I've known believers. I've talked with them personally.,No,,,0,,0.6785479187965393,-36.5226936340332,-28.541778564453125,,
0ffa71b3848c1980df25d232_190848_197310,eng,devtest,http://www.archive.org/download/20000_leagues_under_seas_1110_librivox/20000leaguesunderseaver2_30_verne_64kb.mp3 190848 197310,"I'm not sorry about this voyage under the seas. I'll be glad to have done it, but in order to have done it, it has to finish. That's my feeling.",No,,,0,,0.000518258020747453,-15.689870834350586,-22.936185836791992,,
102fa30d49128631144d9a87_1996800_1999998,eng,devtest,https://mcdn.podbean.com/mf/web/nrguwe/We_Have_Lost_Sight_1bgxwc.mp3 1996800 1999998,and disperse them throughout the countries.,No,,,0,,0.0038913185708224773,-1.5188442468643188,-12.564146995544434,,
105858510bb2f0cb1f036278_3818304_3821598,eng,devtest,https://media.fireside.fm/file/fireside-audio/podcasts/audio/c/c83cb7b2-f42e-4241-b9a5-f8c0c6666277/episodes/7/737a55c1-cf9f-4dbe-a513-9cf80a8d875b/737a55c1-cf9f-4dbe-a513-9cf80a8d875b.mp3 3818304 3821598,And they are not like losers or ugly.,No,,,0,,0.9701672196388245,-1.561795711517334,-4.509381294250488,,
105f414015877b73f52b3c0a_1700928_1703550,eng,devtest,http://www.enchantedself.com/exploreenchantment/audio/podcasts/ivr-062308.mp3 1700928 1703550,that the second book,No,,,0,,0.00046419978025369346,-20.49612617492676,-19.843286514282227,,
106325b4a23644d7b5aad341_965280_968286,eng,devtest,https://cdn.reviveourhearts.com/radio_programs/revive-our-hearts/2018-04-06.mp3 965280 968286,"Yeah, you just gotta stop being gay and God will be okay with you.",No,,,0,,0.8490049839019775,-1.1226763725280762,-10.686506271362305,,
10888848227fc2c6dc63db9f_1953408_1956510,eng,devtest,https://11213org.files.wordpress.com/2012/04/uly-mesivta-shiur-gimmel-4-24-12.mp3 1953408 1956510,idiot thinks that it's okay. It's not okay.,No,,,0,idiot,0.9733816385269165,-1.417576789855957,30.14763259887696,,
10e6ef1b734d5748c5f578ca_214560_216990,eng,devtest,https://media.blubrry.com/strangeanimalspodcast/p/content.blubrry.com/strangeanimalspodcast/Episode-056-Strange-Snakes.mp3 214560 216990,but people kill them anyway out of fear.,No,,,0,,0.7531487345695496,-15.102993965148926,-18.27688217163086,,
10f58ece862d6fdd6a285431_1011744_1015134,eng,devtest,https://mp3.sermonaudio.com/filearea/77141149322/77141149322.mp3 1011744 1015134,"They're zealous in their faith, but they're cursed.",No,,,0,,0.9498727917671204,-5.605047702789307,-17.23735237121582,,
10fa3c4c62ff987102a0b3f7_297792_300414,eng,devtest,https://ondemand.npr.org/anon.npr-mp3/npr/fa/2021/02/20210216_fa_01.mp3 297792 300414,"She thought you were crazy too, and she really opposed it.",No,,,0,,0.9168829321861267,-6.675832748413086,-13.985576629638672,,
