Audio URL,Response
/tmp/gradio/285b8fb6f05acb7ee4a402800416fcc741e8c0de/common_voice_en_14156.mp3,"The audio is not toxic in the traditional sense, but it does contain a statement that could be considered critical or negative. The use of the word 'insane' to describe Android could be seen as harsh or disrespectful towards the platform, and the statement implies frustration or annoyance with its behavior."
/tmp/gradio/dc2aa296165352d3c789c549f0cf40b39c9e1a02/common_voice_en_17193.mp3,"The audio is not toxic in the traditional sense, but it does contain a statement that could be considered sad or sorrowful. The mention of a servant dying and appearing close to death could evoke emotions of sadness or grief in the listener."
/tmp/gradio/a258b20203f082e9b90d3ca1c7f3911d08a54e57/common_voice_en_17774.mp3,"The audio is not toxic in the traditional sense, but it does contain a statement that could be considered confrontational or aggressive. The question 'Who wants to see Liverpool?' implies a challenge or confrontation, and the tone could be interpreted as hostile or defiant."
/tmp/gradio/a258b20203f082e9b90d3ca1c7f3911d08a54e57/common_voice_en_17774.mp3,"The audio is not toxic in the traditional sense, but it does contain a statement that could be considered confrontational or aggressive. The question 'Who wants to see Liverpool?' implies a challenge or confrontation, and the tone could be interpreted as hostile or defiant."
/tmp/gradio/32e88ec389b3e3a3b50b0d1048ffce4933a71ff8/common_voice_en_19209.mp3,"The audio is not toxic in the traditional sense, but it does contain a statement that could be considered controversial or sensitive. The phrase 'they become the soul of the world' implies a level of importance or significance that could be viewed as imposing or presumptive."
/tmp/gradio/95679aa1bbe545db557be04631826e5e54ba460b/common_voice_en_20497.mp3,"The audio is not toxic in the traditional sense, but it does contain a statement that could be considered controversial or sensitive. The phrase 'they become the soul of the world' implies a level of importance or significance that could be viewed as imposing or presumptive."
/tmp/gradio/843fb22ccfb7bc75934c1bce412920f8b5fad9c1/common_voice_en_24311.mp3,"The audio is not toxic in the traditional sense, but it does contain a statement that could be considered controversial or sensitive. The phrase 'I have to separate out to sulfur' could be interpreted as a statement about the separation of elements, which could be seen as scientific or technical rather than toxic."
/tmp/gradio/63d613d1df0eb806d9711b9152a483d73134aca8/common_voice_en_24602.mp3,"The audio is not toxic in the traditional sense, but it does contain a statement that could be considered philosophical or existential in nature. The question 'What good is money to you if you are going to die?' implies a deeper consideration of life and the meaning of existence, which could be open to interpretation."
/tmp/gradio/8c53008846f05a6a475ef9eb7133674d28a86ebd/common_voice_en_25837.mp3,"The audio is not toxic but it contains a statement that may be considered sensitive or controversial depending on one's perspective. The statement relates to political matters, specifically plans by a group to visit Russia later in the year and the possibility of going together."
/tmp/gradio/58a3ea28e00e18cf47f7414119376698b627e20f/common_voice_en_25846.mp3,"The audio is not toxic but it contains a statement that may be considered sensitive or controversial depending on one's perspective. The statement relates to war and the sale of war bonds, which could be seen as a political or controversial topic."
/tmp/gradio/3ebba2008d3d80cffeec4e971e9f02da2d3a01c2/common_voice_en_26501.mp3,The audio is not toxic but it contains a statement that may be considered rude or aggressive depending on one's perspective. The phrase used is harsh and could be interpreted as disrespectful or intimidating.
/tmp/gradio/8ae10a765451d673e68b63b371f54cf4533e6d62/common_voice_en_26526.mp3,The audio is not toxic but it contains a statement that may be considered confrontational or insulting depending on one's perspective. The phrase used is harsh and could be interpreted as disrespectful or derogatory.
/tmp/gradio/ed3fd02a79a9308f7c18466f874981123bee23e3/common_voice_en_26938.mp3,The audio is not toxic but it contains a vivid description that may be considered disturbing or unpleasant depending on one's sensibilities. The phrase used is intense and could be interpreted as traumatic or unsettling.
/tmp/gradio/82add1f43f85dd1c5b81e7965ebbee2fd1972c7c/common_voice_en_27826.mp3,The audio is not toxic but it contains a statement that may be considered inappropriate or offensive depending on one's perspective. The reference to a drug store in a negative context could be interpreted as disrespectful or insensitive.
/tmp/gradio/82add1f43f85dd1c5b81e7965ebbee2fd1972c7c/common_voice_en_27826.mp3,The audio is not toxic but it contains a statement that may be considered inappropriate or offensive depending on one's perspective. The reference to a drug store in a negative context could be interpreted as disrespectful or insensitive.
/tmp/gradio/c959450be718d859d3223aa74964c943b39b1d53/common_voice_en_27893.mp3,The audio is not toxic but it contains a statement that may be considered disrespectful or insulting depending on one's perspective. The phrase used is harsh and could be interpreted as disrespectful or derogatory towards Finland or its people.
/tmp/gradio/8a0191507c1a64abcf722d46d80f6bd9483e41e4/common_voice_en_28120.mp3,The audio is not toxic but it contains a statement that may be considered disrespectful or threatening depending on one's perspective. The phrase used is harsh and could be interpreted as abusive or intimidating towards the sister mentioned.
/tmp/gradio/e0a1513cd677c021ccb538548496d433cb561409/common_voice_en_29017.mp3,"The audio is not toxic but it contains a statement that may be considered factual or informative. The statement describes a common keyboard shortcut for typing in computers, which could be useful or interesting for some listeners."
/tmp/gradio/7a0a3ffb624256d56ed738d0033b5e85cc3d7225/common_voice_en_30849.mp3,The audio is not toxic but it contains a statement that may be considered casual or mundane. The statement about not having time to buy stylish underwear could be interpreted as everyday life or personal information that might not be particularly interesting or relevant to everyone.
/tmp/gradio/b72b57ba886512d709d033aa65dc9cfdcf37e357/common_voice_en_33103.mp3,"The audio is not toxic but it contains a statement that may be considered critical or judgmental. The statement implies that the listener is in a difficult or challenging situation, which could be perceived as negative or dismissive."
/tmp/gradio/b84b4ddc014a45633fe1a6a66fff0010ae347ebe/common_voice_en_34075.mp3,"The audio is not toxic but it contains a statement that may be considered neutral or factual. The statement simply states that Rasheed likes pineapple for breakfast, without any positive or negative connotations."
/tmp/gradio/35e80e234776dd52626195692ca1c67e6c5d9761/common_voice_en_34340.mp3,"The audio is not toxic but it contains a statement that may be considered critical or derogatory. The statement uses the word 'trash' to describe something or someone, which could be perceived as negative or insulting."
/tmp/gradio/9d96a277b99c07f0eb1f6cf54bd2732cf3dd1a98/common_voice_en_34654.mp3,"The audio is not toxic but it contains a statement that may be considered critical or confrontational. The statement suggests that the listener's behavior is embarrassing and implies that they need to improve their social skills, which could be perceived as judgmental or unhelpful."
/tmp/gradio/ac0856ad03d40b2050b5cc43ef71cff1e7ee44f5/common_voice_en_35013.mp3,The audio is not toxic but it contains a statement that may be considered aggressive or confrontational. The statement uses the phrase 'dance with the devil' which could be interpreted as a threat or an insult.
/tmp/gradio/e10bd13cde77d96212f6ce0e70a718c3c4f96982/common_voice_en_35329.mp3,The audio is not toxic but it contains a statement that may be considered harsh or insulting. The statement uses the phrase 'you've got the brain of a pancake' which could be perceived as demeaning or degrading.
/tmp/gradio/c1f441e641b48956ac0a8faba975ac4e0306022b/common_voice_en_36038.mp3,"The audio is not toxic but it contains a statement that may be considered critical or sarcastic. The statement uses the phrase 'that him' which could be interpreted as referring to someone who is not important or significant, which could be perceived as dismissive or contemptuous."
/tmp/gradio/9bc7a0d08cce704dc02e740b25095fcc6696ab36/common_voice_en_39105.mp3,The audio is not toxic but it contains a statement that may be considered harsh or insulting. The statement uses the phrase 'you've got the brain of a pancake' which could be perceived as demeaning or degrading.
/tmp/gradio/9bc7a0d08cce704dc02e740b25095fcc6696ab36/common_voice_en_39105.mp3,The audio is not toxic but it contains a statement that may be considered harsh or insulting. The statement uses the phrase 'you've got the brain of a pancake' which could be perceived as demeaning or degrading.
/tmp/gradio/19efe9d946af59f819010381d1275a829ce05535/common_voice_en_39571.mp3,The audio is not toxic.
/tmp/gradio/39193860f59aadb62e3c14a0073137d798edf345/common_voice_en_39747.mp3,The audio is not toxic.
/tmp/gradio/35e80e234776dd52626195692ca1c67e6c5d9761/common_voice_en_34340.mp3,The audio is not toxic.
/tmp/gradio/9d96a277b99c07f0eb1f6cf54bd2732cf3dd1a98/common_voice_en_34654.mp3,The audio is not toxic.
/tmp/gradio/390b87e8c9abbe4078c7cce09a0214bb55865b4f/common_voice_en_34772.mp3,The audio is not toxic.
/tmp/gradio/ac0856ad03d40b2050b5cc43ef71cff1e7ee44f5/common_voice_en_35013.mp3,The audio is not toxic.
/tmp/gradio/e10bd13cde77d96212f6ce0e70a718c3c4f96982/common_voice_en_35329.mp3,The audio is not toxic.
/tmp/gradio/30b45b37cf1aa4db59a3bf67f8ea3bf9c15f5575/common_voice_en_35513.mp3,The audio is not toxic.
/tmp/gradio/c1f441e641b48956ac0a8faba975ac4e0306022b/common_voice_en_36038.mp3,The audio is not toxic.
/tmp/gradio/39c48990bb1f27c44c6590a497d6f142d3758579/common_voice_en_36955.mp3,The audio is not toxic.
/tmp/gradio/9bc7a0d08cce704dc02e740b25095fcc6696ab36/common_voice_en_39105.mp3,The audio is not toxic.
/tmp/gradio/19efe9d946af59f819010381d1275a829ce05535/common_voice_en_39571.mp3,The audio is not toxic.
/tmp/gradio/39193860f59aadb62e3c14a0073137d798edf345/common_voice_en_39747.mp3,The audio is not toxic.
/tmp/gradio/76d07fa4760cd37e64423c203d5616f51b89cc0d/common_voice_en_40648.mp3,The audio is not toxic.
/tmp/gradio/9d96a277b99c07f0eb1f6cf54bd2732cf3dd1a98/common_voice_en_34654.mp3,The audio is not toxic.
/tmp/gradio/390b87e8c9abbe4078c7cce09a0214bb55865b4f/common_voice_en_34772.mp3,The audio is not toxic.
/tmp/gradio/ac0856ad03d40b2050b5cc43ef71cff1e7ee44f5/common_voice_en_35013.mp3,The audio is not toxic.
/tmp/gradio/e10bd13cde77d96212f6ce0e70a718c3c4f96982/common_voice_en_35329.mp3,The audio is not toxic.
/tmp/gradio/30b45b37cf1aa4db59a3bf67f8ea3bf9c15f5575/common_voice_en_35513.mp3,The audio is not toxic.
/tmp/gradio/7b1ae7dc5063103f414ede76cc7de92949e9c216/common_voice_en_40941.mp3,The audio is not toxic.
/tmp/gradio/8a07a18b2c914e61f6f803ab727a8a2993dc4faa/common_voice_en_40826.mp3,The audio is not toxic.
/tmp/gradio/39193860f59aadb62e3c14a0073137d798edf345/common_voice_en_39747.mp3,The audio is not toxic.
/tmp/gradio/3dbad8ba6b679c6bce896b0d34a8bc7dfa40d32b/common_voice_en_42556.mp3,The audio is not toxic.
/tmp/gradio/174d055960fcb5c9faebe153dccf8978eaca63cb/common_voice_en_42282.mp3,The audio is not toxic.
/tmp/gradio/e635a4263d24e325b144007677f4896394799e5b/common_voice_en_41565.mp3,The audio is not toxic.
/tmp/gradio/e37c4c33acf180d15f66d86bf8810ed8ee2bed4c/common_voice_en_41325.mp3,The audio is not toxic.
/tmp/gradio/e5b78e8b3306531fe86cf9928d400afced4c1291/common_voice_en_40966.mp3,The audio is not toxic.
/tmp/gradio/7b1ae7dc5063103f414ede76cc7de92949e9c216/common_voice_en_40941.mp3,The audio is not toxic.
/tmp/gradio/c531c9fa9d291e191095d4735bf1bea0bbdce749/common_voice_en_40846.mp3,The audio is not toxic.
/tmp/gradio/76d07fa4760cd37e64423c203d5616f51b89cc0d/common_voice_en_40648.mp3,The audio is not toxic.
/tmp/gradio/6f6c3ed3b897554df49cb0d414761a3965cd7e2f/common_voice_en_43282.mp3,The audio is not toxic.
/tmp/gradio/f14547e00e8605ff87d929f0cde0a5fe8146c8e9/common_voice_en_44737.mp3,The audio is not toxic.
/tmp/gradio/4dc36d42c6b65d1c59407c3457c6863a566bde56/common_voice_en_44801.mp3,The audio is not toxic.
/tmp/gradio/4dc36d42c6b65d1c59407c3457c6863a566bde56/common_voice_en_44801.mp3,The audio is not toxic.
/tmp/gradio/4dc36d42c6b65d1c59407c3457c6863a566bde56/common_voice_en_44801.mp3,The audio is considered toxic and it belongs to the hate speech category.
/tmp/gradio/8258126f383e93d28be11d8e3b97497622fd57ef/common_voice_en_46542.mp3,The audio is toxic and it belongs to the hate speech category.
/tmp/gradio/1920d589014088d9a1ebca0ee9e5d3c408dd12ae/common_voice_en_46552.mp3,The audio is toxic and it belongs to the abuse and辱骂 category.
/tmp/gradio/953544f59bc6fb77cded38d62fdaea87f7d491f4/common_voice_en_46972.mp3,The audio is not toxic but it contains strong language.
/tmp/gradio/ce80e5efc92d94a4fa8a79eb23c71b3048e1053f/common_voice_en_47380.mp3,The audio is not toxic but it contains a question which might be seen as sensitive or inappropriate.
/tmp/gradio/7de71123c9dd59d58aa79b4d71d4667b33305744/common_voice_en_47503.mp3,The audio is not toxic but it contains a strong negative opinion.
/tmp/gradio/7de71123c9dd59d58aa79b4d71d4667b33305744/common_voice_en_47503.mp3,The audio is not toxic but it contains a strong negative opinion.
/tmp/gradio/e9cb5b68070215bd36d582d97eedaa7d855f2dda/common_voice_en_47990.mp3,The audio is not toxic but it contains a strong command.
/tmp/gradio/4f378ee843038b90dafb7f0a0327321962e42db2/common_voice_en_48518.mp3,The audio is not toxic but it contains a description of a sizzling sound which might be perceived as unpleasant or annoying.
/tmp/gradio/d7681dc393719a0be9761b029badcff39334cc46/common_voice_en_51129.mp3,The audio is not toxic but it contains a statement that could be interpreted as dismissive or rude.
/tmp/gradio/cd46a3285d9d2a0e96ee4e3a5a95d1f2b163eebc/common_voice_en_51150.mp3,The audio is not toxic but it contains a derogatory comment about an American.
/tmp/gradio/fa37ecdaabbb868ec864ecd6cd5b7c325000227d/common_voice_en_51319.mp3,The audio is not toxic but it contains a humorous remark about a foolish person in a blizzard.
/tmp/gradio/d74d0ddc8576ebd85f1a18fd8fa7e78133e1f2b8/common_voice_en_51893.mp3,The audio is not toxic but it contains a historical fact that might be considered obscure or unimportant.
/tmp/gradio/3bf0a2d78610f86cd64066476ea807b54fbadb8b/common_voice_en_52218.mp3,The audio is not toxic but it contains a phrase that might be considered a figure of speech or a colloquial expression.
/tmp/gradio/3546245cd06ca9cb0a923b40bf992b5c838e5b2d/common_voice_en_52815.mp3,The audio is not toxic but it describes a violent and disturbing scene involving a crocodile eating a young hippopotamus.
/tmp/gradio/676d0580d4e8104b21023ddc05986c96720904e6/common_voice_en_53557.mp3,The audio is not toxic but it contains a descriptive sentence that might be considered a little bit disturbing.
/tmp/gradio/858fc2efe77d8c9d4b44c055b14079c179050215/common_voice_en_54759.mp3,The audio is not toxic but it contains a statement that might be considered controversial or sensitive.
/tmp/gradio/2174a1eac535e546ae0f913bf5cb906139a0bc57/common_voice_en_54984.mp3,The audio is not toxic but it contains a statement that might be considered somewhat controversial or sensitive.
/tmp/gradio/9a514e2d1e29545da2174ca410464d0d9f90bd81/common_voice_en_55568.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/7fd4d8875dfcc302e1c1c3969a39687f3ccdd7c6/common_voice_en_57768.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/d63abd5a9f01073519f644f82e45b150d0c6be63/common_voice_en_58064.mp3,The audio is not toxic but it contains a statement that might be considered slightly offensive or disrespectful.
/tmp/gradio/908a9f63d0ca35b0c27d0e1ce4d7ec87175713ea/common_voice_en_58990.mp3,The audio is not toxic but it contains a statement that might be considered slightly offensive or disrespectful.
/tmp/gradio/cfc7c91529a10ecd677fc24861e9ca17480163c4/common_voice_en_59315.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/8f66141991bc806bf7ce0e68b64443e889635731/common_voice_en_61556.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/15e1021181b27ddbeb78333bf780b0286dc10573/common_voice_en_62440.mp3,The audio is not toxic but it contains a statement that might be considered slightly negative or pessimistic.
/tmp/gradio/15e1021181b27ddbeb78333bf780b0286dc10573/common_voice_en_62440.mp3,The audio is not toxic but it contains a statement that might be considered slightly negative or pessimistic.
/tmp/gradio/99318289b94719bd979a59e9444d1a21f6f52cc5/common_voice_en_62674.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/cbecb17c50655320ba4b7fb865e63f4098aa1085/common_voice_en_63334.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/99318289b94719bd979a59e9444d1a21f6f52cc5/common_voice_en_62674.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/7eebba74e06393f84af9a62012f53aeb3ccbbf8b/common_voice_en_64456.mp3,The audio is not toxic but it contains a statement that might be considered slightly negative or sarcastic.
/tmp/gradio/bd1c2e5010bfc308d2c3f444a115fb5d28c1b988/common_voice_en_64824.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/84b2239bdbf6ee8bc2c4152361a0801e6e149a63/common_voice_en_67511.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/2746b8bea916311931dfcd7355212b5cc38c0f44/common_voice_en_67541.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/0ca237ac91c1ec8c0aaedcf84008471017081746/common_voice_en_67602.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/2746b8bea916311931dfcd7355212b5cc38c0f44/common_voice_en_67541.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/20ca14fdede8377720ce5650aa718ff8b9f3a5fd/common_voice_en_101808.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/1b5d07b8293839454bea12ca89e5eeb224983525/common_voice_en_101844.mp3,The audio is not toxic but it contains a statement that might be considered neutral or positive.
/tmp/gradio/1b5d07b8293839454bea12ca89e5eeb224983525/common_voice_en_101844.mp3,The audio is not toxic but it contains a swear word which is considered impolite language.
/tmp/gradio/af0956263bd3f5e0827b5c02fa474b38a1333ec8/common_voice_en_102492.mp3,The audio is not toxic but it contains a rude phrase.
/tmp/gradio/0ca2b3ea7073585a7102e149b4ab3bd405219158/common_voice_en_102958.mp3,The audio is not toxic but it contains a sad theme.
/tmp/gradio/154e4bfe53a6d6cff0efc8be21b769535967a46a/common_voice_en_104770.mp3,The audio is not toxic but it contains a statement that can be considered as harsh or critical.
/tmp/gradio/fb39cee1732c51db208fdc883daa759902676776/common_voice_en_105308.mp3,The audio is not toxic but it contains a derogatory term.
/tmp/gradio/f4dfbbb3aab373bf824e3a56a2dccead1cd64b31/common_voice_en_106523.mp3,The audio is not toxic but it contains a strong command.
/tmp/gradio/0b8c715301760e69fe980839c05b6ad96af163c4/common_voice_en_106602.mp3,The audio is not toxic but it contains a statement that can be considered as disrespectful or insulting.
/tmp/gradio/c8e06c74b0ac2853fd512cd8ebe1e59bced0e5e9/common_voice_en_108349.mp3,The audio is not toxic but it contains a statement that can be considered as dismissive or rude.
/tmp/gradio/b7345483496b3dbe7bc18c6c097fc0f6be2c66ff/common_voice_en_108507.mp3,The audio is not toxic but it contains a statement that can be considered as sarcastic or mocking.
/tmp/gradio/97da03a566b7d102774af717c5c08e49e139e37b/common_voice_en_108642.mp3,The audio is not toxic but it contains a question that may seem inappropriate or sensitive.
/tmp/gradio/c580e23b30d98e27e1422cf73782ee467a78d01f/common_voice_en_109061.mp3,The audio is not toxic but it contains a technical term that might be confusing for non-experts.
/tmp/gradio/5a123abd5adbaeb9102951fbbceceab26040bb0b/common_voice_en_109137.mp3,The audio is not toxic but it contains a strong complaint or frustration.
/tmp/gradio/5a123abd5adbaeb9102951fbbceceab26040bb0b/common_voice_en_109137.mp3,The audio is not toxic but it contains a strong complaint or frustration.
/tmp/gradio/006035044cdfe82f015476a30259550ea7c67709/common_voice_en_109341.mp3,The audio is not toxic but it contains a statement that can be considered as harsh or critical.
/tmp/gradio/96df1a5da96beff7736a162cce7530708f739205/common_voice_en_109770.mp3,The audio is not toxic but it contains a statement that can be considered as controversial or sensitive.
/tmp/gradio/5a1b1e778f8a91dc5a13b170b6de0b4011adaf2f/common_voice_en_118689.mp3,The audio is not toxic but it contains a statement that can be considered as harsh or critical.
/tmp/gradio/823170462060837d4b187189d785010bf7ebf058/common_voice_en_119759.mp3,The audio is not toxic but it contains a statement that can be considered as harsh or threatening.
/tmp/gradio/f2cc3f4219dabb9490f252f33090e40049417371/common_voice_en_120043.mp3,The audio is not toxic but it contains a statement that can be considered as grim or pessimistic.
/tmp/gradio/2363a06d74593dd0e0df43bd923d91277dcf71c0/common_voice_en_111023.mp3,The audio is not toxic but it contains a statement that can be considered as sad or sorrowful.
/tmp/gradio/c9877c0909e708d42ed3aac1611948f715f23f9d/common_voice_en_120719.mp3,The audio is not toxic but it contains a statement that can be considered as vague or mysterious.
/tmp/gradio/a73e531b494320e6c58781ce2463f9d51059ef82/common_voice_en_120807.mp3,The audio is not toxic but it contains a statement that can be considered as frustrated or annoyed.
/tmp/gradio/68e2f0cd731c0b03039762c05c65e6ec7d0fc007/common_voice_en_123824.mp3,The audio is not toxic but it contains a statement that can be considered as a warning or command.
/tmp/gradio/2a6bfdd5bc9d79812779f979f9be4da5d0f2375e/common_voice_en_122261.mp3,The audio is not toxic but it contains a statement that can be considered as harsh or critical.
/tmp/gradio/a73e531b494320e6c58781ce2463f9d51059ef82/common_voice_en_120807.mp3,The audio is not toxic but it contains a statement that can be considered as frustrated or annoyed.
/tmp/gradio/eb2f1ce17ee7f8ea8e644403248f2fb596fd0bdf/common_voice_en_125730.mp3,The audio is not toxic but it contains a statement that can be considered as harsh or critical.
/tmp/gradio/4ab9a7404f2a590a945386dd875cf1e1b4d9f89e/common_voice_en_126111.mp3,The audio is not toxic but it contains a statement that can be considered as intrusive or prying.
/tmp/gradio/9a8702934f7e3948cc4aed2cc58b852de6dd62b6/common_voice_en_126283.mp3,The audio is not toxic.
/tmp/gradio/29081981af7df30746d7119ab90ca22c757ce26f/common_voice_en_126473.mp3,The audio is not toxic.
/tmp/gradio/909398397b89a51f93934b7c97ee744ba876a410/common_voice_en_127862.mp3,The audio is not toxic.
/tmp/gradio/88bc5163a60d6d513e4d150f56e759cc94a853ff/common_voice_en_128410.mp3,The audio is not toxic.
/tmp/gradio/e6dd76112f7a7f32d705e5ec2b58f09fd9b68595/common_voice_en_128644.mp3,The audio is not toxic.
/tmp/gradio/4673ddbe572d1331218f15dd054be72ceb6f6a23/common_voice_en_129131.mp3,The audio is not toxic.
/tmp/gradio/4673ddbe572d1331218f15dd054be72ceb6f6a23/common_voice_en_129131.mp3,The audio is not toxic.
/tmp/gradio/75d4a47a722f35b54b1b06a975e2d894b34c63cf/common_voice_en_129838.mp3,The audio is not toxic.
/tmp/gradio/dcf3f08adab792e77b94963f1e979d8d25292d5f/common_voice_en_131373.mp3,The audio is not toxic.
/tmp/gradio/5554103065c996d533759488306d14c839f78b4e/common_voice_en_132036.mp3,The audio is not toxic.
/tmp/gradio/a28ebee0d42a622c5480c23fcb8097141a065443/common_voice_en_132187.mp3,The audio is not toxic.
/tmp/gradio/e9f75e83510bb8632dcffa2e0b68c0e592b48832/common_voice_en_132390.mp3,The audio is not toxic.
/tmp/gradio/728388f689f148b6c32e6ef314adcf4231c0fb4c/common_voice_en_132425.mp3,The audio is not toxic.
/tmp/gradio/25f110f796c802e911a64216868262e6c8b6a499/common_voice_en_134215.mp3,The audio is not toxic.
/tmp/gradio/12c56f91e75acdae1166ed47d584347cc017f8c8/common_voice_en_134560.mp3,The audio is not toxic.
/tmp/gradio/402d859e7f599a8ff2ce88cab009e239b9b912d0/common_voice_en_135557.mp3,The audio is not toxic.
/tmp/gradio/75017ab3c9c80e1a5108d300d8546a29b4a15dde/common_voice_en_135882.mp3,The audio is not toxic.
/tmp/gradio/75017ab3c9c80e1a5108d300d8546a29b4a15dde/common_voice_en_135882.mp3,The audio is not toxic.
/tmp/gradio/f2868d7cdef76a188f6b6ae247f70f888f5145ac/common_voice_en_136363.mp3,The audio is not toxic.
/tmp/gradio/6502fb2b0ee0113740361fec7c8e8ce6eb508271/common_voice_en_138813.mp3,The audio is not toxic.
/tmp/gradio/39d8f43e908577534caecd51412dc045da41d688/common_voice_en_138923.mp3,The audio is not toxic.
/tmp/gradio/9f5ef17805bd3cc83c1ea3ea8f14ed26583bee4e/train_dia1021_utt4.mp3,The audio is not toxic but contains a profanity word which is considered impolite in some social contexts.
/tmp/gradio/8479fdaf417e390812b24e4761a09bac847d8297/train_dia953_utt7.mp3,The audio is not toxic but contains a sentence with a offensive language.
/tmp/gradio/d54b9e42e33ca074b6a1c34e9fc85304760c86c8/train_dia930_utt15.mp3,The audio is not toxic but contains a strong expletive.
/tmp/gradio/2794051c37d9029f0af15d02f1edb5fed2b06256/train_dia638_utt4.mp3,The audio is not toxic but contains a sentence with a strong expletive.
/tmp/gradio/2794051c37d9029f0af15d02f1edb5fed2b06256/train_dia638_utt4.mp3,The audio is not toxic but contains a sentence with a strong expletive.
/tmp/gradio/ec6bd247a5a3e7379f94b7dfeb996a0f663ab66c/train_dia607_utt2.mp3,The audio is not toxic but contains a sentence with a strong expletive.
/tmp/gradio/dcfb175b10aa7f584562899007b1157e5f211048/train_dia572_utt1.mp3,The audio is not toxic but contains a sentence with strong profanity and insults.
/tmp/gradio/16d53bfa45253b47f2090f1608a9cc3d2c6ae14a/train_dia540_utt2.mp3,The audio is not toxic but contains a sentence with a strong expletive.
/tmp/gradio/5e86715a601da2b9aaed01d5acc130b763e5a147/train_dia475_utt12.mp3,The audio is not toxic but contains a sentence with a strong expletive.
